arg-id,x,y,cluster-level-1-id,cluster-level-2-id,argument
A30_0,2.9774911,-0.19813094,1_3,2_9,I am supportive of the pursuit of AI superintelligence as
A30_1,2.076309,0.15332171,1_5,2_14,of the pursuit of AI superintelligence as a goal
A29_0,1.0791044,1.9197332,1_1,2_7,Greater focus should be placed on tackling the near-term risks
A29_1,1.042835,2.3855507,1_1,2_7,"be placed on tackling the near-term risks of AI (bias,"
A29_2,1.9487101,0.4239857,1_5,2_14,"tackling the near-term risks of AI (bias, misinformation, etc.) than"
A28_0,1.615778,-0.47860894,1_4,2_8,Greater priority should be awarded to educating the public on
A27_0,4.0630364,0.9771252,1_3,2_6,Companies and institutions should be formally celebrated when they explicitly
A27_1,1.3802075,0.11372674,1_5,2_4,should be formally celebrated when they explicitly label interactions with
A26_0,3.26967,1.2436532,1_2,2_5,Societies need to be preemptive and design for mass unemployment
A26_1,1.3869041,1.0210764,1_5,2_11,"be preemptive and design for mass unemployment linked to AI,"
A26_2,2.5540652,0.31307018,1_5,2_14,"design for mass unemployment linked to AI, rather than wait"
A23_0,1.7706817,-1.1904333,1_4,2_8,Governance of AI must pay attention to its material dimensions
A23_1,4.570773,0.13177982,1_3,2_3,must pay attention to its material dimensions e.g. its energy
A25_0,2.9420705,0.9511686,1_2,2_5,The costs of democratisation of developing and deploying AI outweigh
A24_0,1.1276144,-0.5190455,1_4,2_8,I would accept less regulatory scrutiny of AI development and
A24_1,3.1287777,-0.69495964,1_3,2_13,"less regulatory scrutiny of AI development and deployment, if it"
A24_2,2.4406443,-1.7086902,1_4,2_1,"of AI development and deployment, if it meant that AI"
A22_0,1.7595799,-0.9487475,1_4,2_8,Democratisation of the development and deployment of AI is inherently
A22_1,2.00689,1.4742743,1_5,2_11,development and deployment of AI is inherently limited if we
A22_2,1.5333091,0.5265683,1_5,2_11,of AI is inherently limited if we do not also
A21_0,1.570868,0.8451554,1_5,2_11,Decisions about how this tech is developed should not lie
A21_1,3.5851655,-1.3204465,1_3,2_13,this tech is developed should not lie solely in the
A20_0,4.298886,2.699054,1_2,2_2,"Institutions, business and governments need to be transparent in the"
A20_1,4.2866416,2.3697572,1_2,2_2,governments need to be transparent in the ways they use
A19_0,1.7384634,-0.50735426,1_4,2_8,We should be very weary of AI models being trained
A19_1,2.069482,-0.05770924,1_5,2_14,very weary of AI models being trained on data previously
A19_2,2.9572713,-0.13307323,1_3,2_9,AI models being trained on data previously generated by other
A18_0,1.7654612,-0.576478,1_4,2_8,The use of AI needs to be embraced within education
A18_1,2.156023,0.00045075713,1_5,2_14,AI needs to be embraced within education systems to shift
A18_2,4.223172,2.093043,1_2,2_2,be embraced within education systems to shift away from memorisation
A17_0,0.8184999,-0.3632654,1_5,2_4,AI should be embraced for the public good. Private entities
A17_1,2.2856607,2.2758212,1_1,2_0,embraced for the public good. Private entities controlling either need
A16_0,0.8754531,0.5073385,1_5,2_4,AI's potential and pitfalls are overstated by AI 'experts'. The
A15_0,2.2087324,-0.5418761,1_4,2_1,AI will create capacity in the labour market as it
A14_0,4.384086,2.6322231,1_2,2_2,We need a permanent global deliberative forum for the regulation
A14_1,3.6909463,2.6790018,1_2,2_12,permanent global deliberative forum for the regulation of AI development.
A14_2,4.8743587,1.0509553,1_3,2_6,forum for the regulation of AI development.
A13_0,0.5780529,2.072398,1_1,2_7,We must be careful not to conflate dangerous 'language hacking'
A13_1,0.6527938,2.1943188,1_1,2_7,careful not to conflate dangerous 'language hacking' potential of LLMs
A12_0,0.42924947,-0.37662524,1_5,2_4,The ability for frontier AI models to undermine democracy is
A11_0,1.0718746,0.013590464,1_5,2_4,"Global AI regulation needs to involve civil society, academia, industry"
A11_1,3.0804613,-1.15613,1_3,2_13,"needs to involve civil society, academia, industry and the open"
A11_2,2.1003315,-1.70219,1_4,2_1,"civil society, academia, industry and the open source community to"
A10_0,4.315689,-1.0643282,1_3,2_3,We need global standards in place to evaluate the environmental
A10_1,3.375144,0.9110651,1_2,2_5,standards in place to evaluate the environmental impact of AI
A10_2,4.5011253,-1.1100425,1_3,2_3,to evaluate the environmental impact of AI technologies
A9_0,4.7719812,0.9250647,1_3,2_6,We need to foster better education and awareness of generative
A9_1,0.9037016,0.12938546,1_5,2_4,"foster better education and awareness of generative AI, it’s potential"
A9_2,2.9006982,1.9209734,1_2,2_10,"and awareness of generative AI, it’s potential benefits and it’s"
A8_0,1.2564414,-0.14953884,1_5,2_4,Bias in training data is an area that needs to
A8_1,0.34638065,0.40037578,1_5,2_4,data is an area that needs to be urgently addresses
A7_0,1.7903945,0.03204594,1_5,2_14,Global AI regulation needs to empower the open source community
A6_0,3.040313,0.28576016,1_3,2_9,My work shows that the data used to train AI
A3_0,4.0970964,-0.281094,1_3,2_3,I am nervous and pessimistic about the current direction of
A4_0,1.3878961,-1.2761732,1_4,2_8,If we had a visual language for explaining AI systems
A4_1,3.5073247,1.633248,1_2,2_10,"a visual language for explaining AI systems to stakeholders, they"
A5_0,2.733784,1.8857216,1_2,2_10,"We need multiple approaches to governing AI, Focus on one"
A5_1,2.1536367,0.69520175,1_5,2_14,"approaches to governing AI, Focus on one too much means"
A2_0,1.6321701,0.2629296,1_5,2_14,Sovereign AI capacity is essential: it cannot just be private
A2_1,0.9418747,1.0735928,1_1,2_7,is essential: it cannot just be private companies developing AI.
A2_2,2.4206126,-1.0423737,1_4,2_1,cannot just be private companies developing AI.
A1_0,1.9832054,1.0095676,1_5,2_11,We need a single *international* approach to AI governance -
A0_0,3.9842918,1.1520444,1_3,2_6,LLMs like ChatGPT and Bard should give the same answers
A0_1,4.8730545,0.48704815,1_3,2_6,and Bard should give the same answers to prompts in
A0_2,1.5748239,2.690227,1_1,2_0,give the same answers to prompts in Pakistan as they
